rank,year,chart,artist,featured_artist,title,track_title,line,lyric
69,2018,Rock Songs,James Bay,NA,Wild Love,Wild Love,36,I wanna give you wild love
69,2018,Rock Songs,James Bay,NA,Wild Love,Wild Love,37,Oh I said I wanna give you wild love
69,2018,Rock Songs,James Bay,NA,Wild Love,Wild Love,38,Give you wild love
69,2018,Rock Songs,James Bay,NA,Wild Love,Wild Love,39,Wild love
69,2018,Rock Songs,James Bay,NA,Wild Love,Wild Love,40,Wild love
69,2018,Rock Songs,James Bay,NA,Wild Love,Wild Love,41,Wild love
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,1,Broadway is black like a sinkhole
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,2,Everyone raced to the suburbs
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,3,And I'm on the rooftop with curious strangers
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,4,This is the oddest of summers
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,5,"Maybe I'll medicate, maybe inebriate"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,6,"Strange situations, I get anxious"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,7,"Maybe I'll smile a bit, maybe the opposite"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,8,But pray that they don't call me thankless
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,9,My Tell-Tale Heart's a hammer in my chest
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,10,Cut me a silk tie tourniquet
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,11,"This is my roaring, roaring 20s"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,12,I don't even know me
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,13,Roll me like a blunt 'cause I wanna go home
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,14,Roll me like a blunt 'cause I wanna go home
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,15,"My roaring, roaring 20s"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,16,I don't even know me
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,17,Roll me like a blunt 'cause I wanna go home
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,18,"Roll me like a blunt 'cause I want, I wanna go home"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,19,Oscars and Emmys and Grammys
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,20,Everyone here is a trophy
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,21,And I'm sipping bourbon
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,22,The future's uncertain
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,23,The past on the pavement below me
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,24,"Maybe I'll elevate, maybe I'm second rate"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,25,So unaware of my status
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,26,"Maybe I'm overjoyed, maybe I'm paranoid"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,27,Designer me up in straight jackets
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,28,My Tell-Tale Heart's a hammer in my chest
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,29,Cut me a silk tie tourniquet
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,30,"This is my roaring, roaring 20s"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,31,I don't even know me
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,32,Roll me like a blunt 'cause I wanna go home
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,33,Roll me like a blunt 'cause I wanna go home
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,34,"My roaring, roaring 20s"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,35,I don't even know me
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,36,Roll me like a blunt 'cause I wanna go home
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,37,"Roll me like a blunt 'cause I want, I wanna go home"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,38,Hallucinations only mean that your brain is on fire
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,39,If it's Lord of the Flies in my mind tonight
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,40,I don't know if I will survive
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,41,Lighters up if you're feeling me
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,42,Fade to black if you're not mine
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,43,'Cause I just need a sign or a signal inside
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,44,"This is my roaring, roaring 20s"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,45,I don't even know me
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,46,Roll me a blunt 'cause I wanna go home
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,47,"Roll me a, roll me a blunt"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,48,"This is my roaring, roaring 20s"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,49,I don't even know me
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,50,Roll me like a blunt 'cause I wanna go home
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,51,"Roll me like a blunt 'cause I want, I wanna go home"
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,52,Oh-woah
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,53,Oh-woah
70,2018,Rock Songs,Panic! At The Disco,NA,Roaring 20s,Roaring 20s,54,I wanna go home
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,1,"Here come old flat-top, he come grooving up slowly"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,2,"He got ju-ju eyeballs, he's one holy roller"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,3,He got hair down to his knees
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,4,"Got to be a joker, he just do what he please"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,5,"He wear no shoeshine, he's got toe-jam football"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,6,"He got monkey finger, he shoot Coca-Cola"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,7,"He say, ""I know you, you know me"""
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,8,One thing I can tell you is you got to be free
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,9,"Come together, right now"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,10,Over me
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,11,NA
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,12,"He roller-coaster, he got early warning"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,13,"He got muddy water, he one mojo filter"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,14,"He say, ""One and one and one is three"""
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,15,Got to be good looking 'cause he's so hard to see
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,16,"Come together, right now"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,17,Over me
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,18,"Come together, right now"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,19,"Come together, right now"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,20,"Come together, right now"
71,2018,Rock Songs,Gary Clark Jr.,NA,Come Together,Come Together,21,Over me
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,1,Heaven knows that I'm born too late
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,2,For these ghosts that I chase
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,3,"With these dreams, I inflate, painted skies in my brain"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,4,"Every day, I'm Carl Sagan in space"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,5,"To escape this old world, this old world"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,6,Some days I lie wide awake 'til the sun hits my face
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,7,"And I fade, elevate from the Earth"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,8,Far away to a place where I'm free from the weight
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,9,"This old world, this old world"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,10,I don't trust anything
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,11,"Or anyone, below the sun"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,12,And I don't feel anything
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,13,At all
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,14,"I'm king of the clouds, of the clouds"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,15,"I get lifted, I get lifted"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,16,"King of the clouds, of the clouds"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,17,"I get lifted, I get lifted"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,18,"Some only live to die, I'm alive to fly higher"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,19,Than angels in outfields inside of my mind
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,20,"I'm ascendin' these ladders, I'm climbin', say goodbye"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,21,"This old world, this old world"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,22,And when I fall to rise with stardust in my eyes
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,23,"In the backbone of night, I'm combustible"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,24,"Dust in the fire when I can't sleep a wink, I'm too tired"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,25,"This old world, this old world"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,26,I don't trust anything
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,27,"Or anyone, below the sun"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,28,I don't feel anything
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,29,At all
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,30,"I'm king of the clouds, of the clouds"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,31,"I get lifted, I get lifted"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,32,"King of the clouds, of the clouds"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,33,"I get lifted, I get lifted"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,34,"Imagination, take me somewhere I don't know"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,35,I'm lost but I better find it alone
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,36,"King of the clouds, of the clouds"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,37,"I get lifted, I get lifted"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,38,I keep searching
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,39,"Oh, I keep searching"
72,2018,Rock Songs,Panic! At The Disco,NA,King Of The Clouds,King of the Clouds,40,I keep searching
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,1,"I'm like Stevie Ray Vaughan on the stage, high on music"
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,2,"Teeth grindin', sweatin' under the lights"
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,3,But then my boss comes
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,4,And she's crushin' me with a 20-ton weight
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,5,Just like in Monty Python
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,6,"Somebody left on the sink, it's still running"
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,7,My eyes are gonna overflow
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,8,I need happy hour on sad days (on sad days)
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,9,"I need happy hour, I can't wait (can't wait)"
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,10,I'm like Ponce de Leon
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,11,Setting on a ship for the new world
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,12,Checking out the birds and flowers
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,13,"Let's chill out on this island, I've been"
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,14,Sucking on a lime and coconut (coconut)
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,15,Coconut (coconut)
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,16,I think I could stay here for the rest of my life
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,17,"Please, don't ever make me go home"
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,18,I need happy hour on sad days (on sad days)
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,19,"It's my happy hour, I can't wait (can't wait)"
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,20,Maybe I'll meet a scientist in sweatpants and a hair tie
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,21,We'll conversate about rare birds and MIDI keyboards
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,22,"And we'll slow dance, head on my shoulder"
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,23,Swayin' back and forth and
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,24,My friends look on and smile
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,25,Everything's gonna be alright
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,26,It's my happy hour on sad days (on sad days)
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,27,"I need happy hour, I can't wait (can't wait)"
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,28,"I need happy hour, to save me"
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,29,Maybe I'll meet a scientist in sweatpants and a hair tie
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,30,We'll conversate about rare birds and MIDI keyboards
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,31,And we'll slow dance
73,2018,Rock Songs,Weezer,NA,Happy Hour,Happy Hour,32,"I need a happy hour, I can't wait (can't wait)"
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,1,"The wind is strong, the water is deep"
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,2,My heart is heavy and my mind won't sleep
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,3,"Oh can you heal, my fear it breathes"
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,4,I need to know if You're the shadow I can see
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,5,I wanna run to You when the waves break through
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,6,I wanna run to You and not turn back
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,7,There's no turning back
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,8,Nothing in the past
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,9,My eyes on You again
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,10,Can't see nothing at all
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,11,But Your outstretched arms
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,12,Help me believe it
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,13,Though I falter
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,14,You got me walking on water
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,15,"The ocean's singing, the song of grace"
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,16,"But if I'm honest with myself, I am still afraid"
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,17,I wanna run to You when the waves break through
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,18,I'm gonna run to You and not turn back
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,19,There's no turning back
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,20,Nothing in the past
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,21,My eyes on You again
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,22,Can't see nothing at all
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,23,But Your outstretched arms
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,24,Help me believe it
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,25,Though I falter
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,26,You got me walking on water
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,27,I was sinking like a stone again
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,28,I was halfway in the grave and then
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,29,I looked up and saw Your face again
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,30,"You pulled me out of the water, water, water"
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,31,There's no turning back
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,32,Nothing in the past
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,33,My eyes on You again
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,34,Can't see nothing at all
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,35,But Your outstretched arms
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,36,Help me believe it
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,37,Though I falter
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,38,You got me walking on water
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,39,Though I falter
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,40,"You got me walking on water, water, water"
74,2018,Rock Songs,NEEDTOBREATHE,NA,Walking On Water,WALKING ON WATER,41,"You got me walking on water, water, water, water"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,1,"Ooh, let's go!"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,2,Steve walks warily down the street
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,3,With the brim pulled way down low
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,4,Ain't no sound but the sound of his feet
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,5,Machine guns ready to go
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,6,"Are you ready? Hey, are you ready for this?"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,7,Are you hanging on the edge of your seat?
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,8,Out of the doorway the bullets rip
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,9,"To the sound of the beat, yeah"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,10,Another one bites the dust
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,11,Another one bites the dust
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,12,"And another one gone, and another one gone"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,13,"Another one bites the dust, yeah"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,14,"Hey, I'm gonna get you too"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,15,Another one bites the dust
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,16,How do you think I'm going to get along
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,17,"Without you, when you're gone"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,18,You took me for everything that I had
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,19,And kicked me out on my own
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,20,"Are you happy, are you satisfied?"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,21,How long can you stand the heat?
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,22,Out of the doorway the bullets rip
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,23,To the sound of the beat
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,24,Look out
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,25,Another one bites the dust
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,26,Another one bites the dust
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,27,"And another one gone, and another one gone"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,28,Another one bites the dust
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,29,"Hey, I'm gonna get you, too"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,30,Another one bites the dust
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,31,Hey
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,32,"Oh, take it"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,33,"Bite the dust, hey"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,34,Another one bites the dust
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,35,"Another one bites the dust, ow"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,36,"Another one bites the dust, hey hey"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,37,"Another one bites the dust, hey-eh-eh"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,38,Ooh
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,39,There are plenty of ways you can hurt a man
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,40,And bring him to the ground
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,41,"You can beat him, you can cheat him, you can treat him bad"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,42,"And leave him when he's down, yeah"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,43,"But I'm ready, yes I'm ready for you"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,44,I'm standing on my own two feet
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,45,Out of the doorway the bullets rip
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,46,Repeating the sound of the beat
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,47,Oh yeah
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,48,Another one bites the dust
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,49,Another one bites the dust
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,50,"And another one gone, and another one gone"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,51,"Another one bites the dust, yeah"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,52,"Hey, I'm gonna get you, too"
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,53,Another one bites the dust
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,54,Shoot out
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,55,Ay-yeah
75,2018,Rock Songs,Queen,NA,Another One Bites The Dust,Another One Bites the Dust,56,Alright
76,2018,Rock Songs,Vance Joy,NA,Lay It On Me,Lay It On Me,1,I'm so gone
76,2018,Rock Songs,Vance Joy,NA,Lay It On Me,Lay It On Me,2,Anyone could see that I'm wasted
